m1_msun,m2_msun,scale_factor,redshift,chirp_mass_msun,total_mass_msun,mass_ratio_q,eta,passes_quality_cut,f_isco_hz,band,in_pta,in_lisa,in_gap,p_orb_isco_rest_days,p_orb_isco_obs_days,in_stripe82,in_ptf,in_lsst,expected_sin_stripe82,expected_saw_stripe82,expected_sin_lsst,expected_saw_lsst
2.390698e+07,6.480851e+06,0.73560239,0.35943005,1.041248e+07,3.038783e+07,0.27108619,0.16778665,1,1.447019e-04,lisa,0,1,0,1.599713e-01,2.174698e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.363160e+06,1.221478e+06,0.66595393,0.50160537,1.122999e+06,2.584637e+06,0.89606349,0.24924877,1,1.701273e-03,lisa,0,1,0,1.360637e-02,2.043139e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.233932e+08,1.757415e+08,0.67539501,0.48061503,1.722434e+08,3.991347e+08,0.78669124,0.24643665,1,1.101677e-05,gap,0,0,1,2.101174e+00,3.111030e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.533768e+07,4.856962e+06,0.31045586,2.22106981,7.281609e+06,2.019464e+07,0.31666866,0.18266363,1,2.177397e-04,lisa,0,1,0,1.063111e-01,3.424355e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.456770e+09,3.433166e+08,0.64962865,0.53934097,5.866685e+08,1.800087e+09,0.23566975,0.15434729,1,2.442757e-06,gap,0,0,1,9.476237e+00,1.458716e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
3.171944e+08,1.219960e+08,0.73663870,0.35751760,1.675221e+08,4.391904e+08,0.38460944,0.20061591,1,1.001200e-05,gap,0,0,1,2.312040e+00,3.138635e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
3.646139e+06,1.670499e+06,0.76109435,0.31389755,2.116802e+06,5.316637e+06,0.45815551,0.21547914,1,8.270594e-04,lisa,0,1,0,2.798850e-02,3.677402e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.449770e+09,4.656750e+08,0.53249763,0.87794265,6.937057e+08,1.915445e+09,0.32120621,0.18401055,1,2.295642e-06,gap,0,0,1,1.008352e+01,1.893627e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.056384e+09,1.055330e+09,0.62989765,0.58755951,9.191768e+08,2.111714e+09,0.99900239,0.24999994,1,2.082278e-06,gap,0,0,1,1.111674e+01,1.764849e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
8.657488e+06,2.655140e+06,0.74541742,0.34153022,4.038080e+06,1.131263e+07,0.30668710,0.17961901,1,3.886961e-04,lisa,0,1,0,5.955333e-02,7.989259e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.764652e+06,2.343240e+06,0.59981386,0.66718389,2.214247e+06,5.107892e+06,0.84757134,0.24829835,1,8.608589e-04,lisa,0,1,0,2.688960e-02,4.482990e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.585101e+08,6.287120e+07,0.97349464,0.02722702,1.059628e+08,3.213813e+08,0.24320597,0.15735772,1,1.368211e-05,gap,0,0,1,1.691855e+00,1.737919e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
4.997611e+05,4.908754e+05,0.79380948,0.25974812,4.311787e+05,9.906365e+05,0.98222016,0.24997989,0,4.438737e-03,lisa,0,1,0,5.215030e-03,6.569625e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
9.989437e+05,3.026511e+05,0.30089162,2.32345577,4.628015e+05,1.301595e+06,0.30297111,0.17845620,1,3.378298e-03,lisa,0,1,0,6.852015e-03,2.277237e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.088457e+05,5.219367e+04,0.31629564,2.16159910,6.475467e+04,1.610394e+05,0.47951970,0.21906094,0,2.730497e-02,lisa,0,1,0,8.477633e-04,2.680288e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
8.602445e+08,5.184759e+08,0.78321014,0.27679654,5.777169e+08,1.378720e+09,0.60270766,0.23463786,1,3.189316e-06,gap,0,0,1,7.258029e+00,9.267027e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.109863e+08,4.393941e+07,0.58885157,0.69822083,7.924691e+07,2.549257e+08,0.20825714,0.14265308,1,1.724885e-05,gap,0,0,1,1.342011e+00,2.279032e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
3.356038e+08,2.802755e+08,0.88762966,0.12659597,2.667768e+08,6.158793e+08,0.83513806,0.24798236,1,7.139669e-06,gap,0,0,1,3.242188e+00,3.652636e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
8.010233e+08,2.781289e+08,0.42111079,1.37467201,4.000536e+08,1.079152e+09,0.34721698,0.19130480,1,4.074657e-06,gap,0,0,1,5.681006e+00,1.349053e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.970511e+07,1.171159e+07,0.30967884,2.22915185,1.313665e+07,3.141670e+07,0.59434291,0.23381567,1,1.399630e-04,lisa,0,1,0,1.653877e-01,5.340619e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
6.977599e+07,4.149372e+07,0.57165765,0.74929874,4.653049e+07,1.112697e+08,0.59467043,0.23384843,1,3.951817e-05,gap,0,0,1,5.857596e-01,1.024669e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
5.000173e+05,3.211994e+05,0.81524487,0.22662532,3.471876e+05,8.212166e+05,0.64237659,0.23814651,0,5.354464e-03,lisa,0,1,0,4.323150e-03,5.302885e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
3.738095e+05,5.604802e+04,0.98020941,0.02019016,1.164291e+05,4.298576e+05,0.14993739,0.11338655,0,1.022938e-02,lisa,0,1,0,2.262909e-03,2.308597e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
2.197935e+08,5.533452e+07,0.91855772,0.08866322,9.185433e+07,2.751280e+08,0.25175689,0.16067244,1,1.598229e-05,gap,0,0,1,1.448363e+00,1.576779e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.267154e+07,5.556183e+06,0.63885223,0.56530721,9.332959e+06,2.822772e+07,0.24507302,0.15809053,1,1.557750e-04,lisa,0,1,0,1.485999e-01,2.326044e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
6.701631e+07,2.491976e+07,0.86897210,0.15078494,3.474861e+07,9.193607e+07,0.37184613,0.19758431,1,4.782861e-05,gap,0,0,1,4.839812e-01,5.569582e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
6.683351e+08,1.539996e+08,0.34923132,1.86343160,2.657655e+08,8.223347e+08,0.23042274,0.15220070,1,5.347184e-06,gap,0,0,1,4.329036e+00,1.239590e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.491391e+08,1.386590e+08,0.70059064,0.42736705,1.251717e+08,2.877981e+08,0.92972919,0.24966849,1,1.527868e-05,gap,0,0,1,1.515062e+00,2.162550e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
5.859992e+07,3.291317e+07,0.94700889,0.05595630,3.791957e+07,9.151309e+07,0.56165901,0.23030338,1,4.804968e-05,gap,0,0,1,4.817545e-01,5.087117e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
6.252242e+07,4.134093e+07,0.57746960,0.73169288,4.407143e+07,1.038634e+08,0.66121763,0.23960251,1,4.233615e-05,gap,0,0,1,5.467702e-01,9.468381e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
3.309409e+06,1.395708e+06,0.97207044,0.02873203,1.837439e+06,4.705118e+06,0.42173936,0.20864316,1,9.345515e-04,lisa,0,1,0,2.476926e-02,2.548093e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.425900e+05,4.970996e+04,0.45447957,1.20031894,7.137131e+04,1.923000e+05,0.34862153,0.19167878,0,2.286622e-02,lisa,0,1,0,1.012329e-03,2.227447e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
1.526114e+07,8.437265e+06,0.37394367,1.67419959,9.793307e+06,2.369840e+07,0.55285945,0.22927169,1,1.855473e-04,lisa,0,1,0,1.247561e-01,3.336226e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.182833e+06,4.316047e+05,0.66733364,0.49850082,6.070178e+05,1.614437e+06,0.36489068,0.19586960,1,2.723658e-03,lisa,0,1,0,8.498920e-03,1.273564e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.103172e+07,4.515077e+06,0.93507281,0.06943544,6.026385e+06,1.554680e+07,0.40928133,0.20607558,1,2.828348e-04,lisa,0,1,0,8.184336e-02,8.752619e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.849334e+09,9.384923e+08,0.51789545,0.93089164,1.134004e+09,2.787826e+09,0.50747579,0.22331332,1,1.577277e-06,gap,0,0,1,1.467602e+01,2.833780e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.478078e+06,8.205704e+05,0.86011222,0.16263898,9.505904e+05,2.298649e+06,0.55516032,0.22954513,1,1.912939e-03,lisa,0,1,0,1.210083e-02,1.406890e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.956653e+05,1.929030e+05,0.41843809,1.38983982,1.691290e+05,3.885682e+05,0.98588261,0.24998737,0,1.131635e-02,lisa,0,1,0,2.045549e-03,4.888534e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
2.552228e+06,7.681959e+05,0.82189928,0.21669410,1.178138e+06,3.320424e+06,0.30099033,0.17782974,1,1.324281e-03,lisa,0,1,0,1.747978e-02,2.126755e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.937439e+06,1.583804e+06,0.68991886,0.44944581,1.860161e+06,4.521242e+06,0.53917855,0.22759075,1,9.725590e-04,lisa,0,1,0,2.380128e-02,3.449867e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.039776e+08,4.784511e+07,0.42251188,1.36679734,8.192814e+07,2.518228e+08,0.23456057,0.15389702,1,1.746139e-05,gap,0,0,1,1.325676e+00,3.137607e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
6.097626e+07,2.530510e+07,0.80266107,0.24585586,3.356124e+07,8.628136e+07,0.41499931,0.20726927,1,5.096321e-05,gap,0,0,1,4.542130e-01,5.658839e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
8.307896e+08,6.194198e+08,0.79962928,0.25057952,6.231600e+08,1.450209e+09,0.74557965,0.24468915,1,3.032096e-06,gap,0,0,1,7.634371e+00,9.547388e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.096852e+08,5.389243e+07,0.66080466,0.51330652,8.864935e+07,2.635776e+08,0.25701593,0.16265914,1,1.668266e-05,gap,0,0,1,1.387558e+00,2.099800e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.076302e+07,6.707691e+06,0.45782735,1.18422951,7.356009e+06,1.747071e+07,0.62321618,0.23652987,1,2.516883e-04,lisa,0,1,0,9.197148e-02,2.008868e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.175173e+09,5.582437e+08,0.39260572,1.54708461,6.956244e+08,1.733417e+09,0.47503092,0.21833313,1,2.536709e-06,gap,0,0,1,9.125267e+00,2.324283e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
6.836985e+05,1.001082e+05,0.97007853,0.03084437,2.100675e+05,7.838067e+05,0.14642159,0.11140801,0,5.610025e-03,lisa,0,1,0,4.126211e-03,4.253482e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
1.298854e+05,1.220621e+05,0.75906878,0.31740368,1.096031e+05,2.519475e+05,0.93976772,0.24975895,0,1.745274e-02,lisa,0,1,0,1.326333e-03,1.747316e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
2.819936e+05,1.331695e+05,0.86646904,0.15410933,1.663959e+05,4.151631e+05,0.47224283,0.21787454,0,1.059144e-02,lisa,0,1,0,2.185553e-03,2.522367e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
4.090692e+08,3.295191e+08,0.78787937,0.26922983,3.192463e+08,7.385883e+08,0.80553388,0.24709988,1,5.953486e-06,gap,0,0,1,3.888167e+00,4.934978e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.038854e+07,9.678076e+06,0.88063157,0.13554867,1.206391e+07,3.006662e+07,0.47468214,0.21827603,1,1.462477e-04,lisa,0,1,0,1.582804e-01,1.797351e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
6.402637e+05,6.041684e+05,0.41374357,1.41695597,5.413971e+05,1.244432e+06,0.94362429,0.24978967,1,3.533479e-03,lisa,0,1,0,6.551093e-03,1.583370e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
3.200545e+07,1.156751e+07,0.64786516,0.54353107,1.633936e+07,4.357296e+07,0.36142330,0.19499783,1,1.009152e-04,lisa,0,1,0,2.293821e-01,3.540584e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.775113e+05,2.720122e+05,0.76698734,0.30380249,3.402940e+05,8.495236e+05,0.47100758,0.21766975,0,5.176048e-03,lisa,0,1,0,4.472166e-03,5.830822e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
3.031111e+08,2.373293e+08,0.37237293,1.68547985,2.331430e+08,5.404404e+08,0.78297782,0.24629612,1,8.136280e-06,gap,0,0,1,2.845053e+00,7.640332e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.701302e+07,6.963438e+06,0.40496986,1.46931954,9.294073e+06,2.397646e+07,0.40930058,0.20607965,1,1.833955e-04,lisa,0,1,0,1.262198e-01,3.116771e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
8.037225e+06,3.439300e+06,0.74378782,0.34446946,4.497629e+06,1.147653e+07,0.42792136,0.20987243,1,3.831451e-04,lisa,0,1,0,6.041614e-02,8.122765e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
3.217810e+06,3.202818e+06,0.90809406,0.10120751,2.794732e+06,6.420628e+06,0.99534086,0.24999864,1,6.848511e-04,lisa,0,1,0,3.380026e-02,3.722110e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.417141e+08,8.503596e+07,0.76229133,0.31183442,9.495108e+07,2.267500e+08,0.60005307,0.23438018,1,1.939217e-05,gap,0,0,1,1.193685e+00,1.565918e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
6.442628e+06,4.641542e+06,0.32534337,2.07367567,4.747824e+06,1.108417e+07,0.72044241,0.24339911,1,3.967076e-04,lisa,0,1,0,5.835065e-02,1.793510e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.743150e+05,1.862917e+05,0.97930304,0.02113438,1.960649e+05,4.606068e+05,0.67911601,0.24086992,0,9.546484e-03,lisa,0,1,0,2.424783e-03,2.476029e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
3.890716e+05,3.288167e+05,0.39765483,1.51474375,3.111564e+05,7.178883e+05,0.84513173,0.24823879,0,6.125152e-03,lisa,0,1,0,3.779196e-03,9.503709e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
6.448940e+09,5.646966e+09,0.46279356,1.16079064,5.251150e+09,1.209591e+10,0.87564259,0.24890104,1,3.635259e-07,gap,0,0,1,6.367676e+01,1.375921e+02,0,1,1,0.0000,0.0000,0.2300,0.0100
3.490627e+09,2.118568e+09,0.98247710,0.01783543,2.352813e+09,5.609195e+09,0.60693052,0.23504162,1,7.839226e-07,gap,0,0,1,2.952862e+01,3.005527e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
3.151633e+08,1.150663e+08,0.83972310,0.19086876,1.617894e+08,4.302296e+08,0.36510047,0.19592198,1,1.022053e-05,gap,0,0,1,2.264868e+00,2.697160e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.134764e+06,2.572822e+05,0.95560368,0.04645893,5.862756e+05,2.392046e+06,0.12052022,0.09598879,1,1.838248e-03,lisa,0,1,0,1.259250e-02,1.317754e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
7.012646e+09,4.578998e+09,0.86463378,0.15655902,4.910915e+09,1.159164e+10,0.65296293,0.23898041,1,3.793401e-07,gap,0,0,1,6.102215e+01,7.057572e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
7.829869e+08,6.599969e+08,0.75621413,0.32237677,6.253534e+08,1.442984e+09,0.84292195,0.24818383,1,3.047279e-06,gap,0,0,1,7.596333e+00,1.004521e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
3.841059e+08,1.941601e+08,0.49918710,1.00325690,2.350396e+08,5.782659e+08,0.50548582,0.22302607,1,7.604070e-06,gap,0,0,1,3.044179e+00,6.098272e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.765255e+07,4.381991e+06,0.52881701,0.89101330,7.319250e+06,2.203454e+07,0.24823553,0.15932021,1,1.995582e-04,lisa,0,1,0,1.159970e-01,2.193518e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.297248e+06,8.253410e+05,0.96308975,0.03832483,1.168966e+06,3.122589e+06,0.35927387,0.19445168,1,1.408183e-03,lisa,0,1,0,1.643832e-02,1.706831e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
3.033576e+05,1.695738e+05,0.90243793,0.10810945,1.958072e+05,4.729314e+05,0.55899004,0.22999447,0,9.297701e-03,lisa,0,1,0,2.489664e-03,2.758820e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
3.258457e+09,2.779506e+09,0.55164331,0.81276556,2.618242e+09,6.037963e+09,0.85301310,0.24842696,1,7.282546e-07,gap,0,0,1,3.178579e+01,5.762018e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.900559e+07,4.838403e+06,0.56128719,0.78161913,7.992346e+06,2.384400e+07,0.25457783,0.16174295,1,1.844143e-04,lisa,0,1,0,1.255225e-01,2.236333e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.027583e+06,6.688895e+05,0.50838607,0.96700904,7.184447e+05,1.696472e+06,0.65093489,0.23882383,1,2.591952e-03,lisa,0,1,0,8.930778e-03,1.756692e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
3.386750e+06,2.634999e+06,0.52829110,0.89289579,2.596532e+06,6.021749e+06,0.77803175,0.24610379,1,7.302156e-04,lisa,0,1,0,3.170043e-02,6.000561e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
7.872231e+07,7.419127e+07,0.90246723,0.10807348,6.652443e+07,1.529136e+08,0.94244277,0.24978050,1,2.875595e-05,gap,0,0,1,8.049865e-01,8.919842e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
7.653567e+05,1.569236e+05,0.30735480,2.25356884,2.849435e+05,9.222804e+05,0.20503332,0.14119728,0,4.767720e-03,lisa,0,1,0,4.855182e-03,1.579667e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.918984e+09,1.791856e+09,0.60523683,0.65224577,1.614099e+09,3.710841e+09,0.93375247,0.24970659,1,1.184954e-06,gap,0,0,1,1.953506e+01,3.227673e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
